object_id,city,county,region,development,locality,on_road,rural_urban,speed_limit,traffic_control,weather,workzone,bike_age,bike_age_group,bike_alcohol,bike_alcohol_drugs,bike_direction,bike_injury,bike_position,bike_race,bike_sex,driver_age,driver_age_group,driver_alcohol,driver_alcohol_drugs,driver_est_speed,driver_injury,driver_race,driver_sex,driver_vehicle_type,crash_alcohol,crash_date,crash_day,crash_group,crash_hour,crash_location,crash_month,crash_severity,crash_time,crash_type,crash_year,ambulance_req,hit_run,light_condition,road_character,road_class,road_condition,road_configuration,road_defects,road_feature,road_surface,num_lanes,geo_point
316,Atlantic Beach,Carteret,Coastal,Commercial,Urban (>70% Developed),NC 58,Rural,20 - 25  MPH,No Control Present,Clear,No,52,50-59,NA,"Yes-Alcohol,  impairment suspected",Facing Traffic,B: Evident Injury,Travel Lane,White,Male,22,20-24,NA,No,0-5 mph,O: No Injury,White,Female,Sport Utility,Yes,22JUN2014,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,20,Intersection,June,B: Evident Injury,20:44:00,Motorist Drive Out - Sign-Controlled Intersection,2014,No,No,Dark - Lighted Roadway,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,5 lanes,"34.7003629081, -76.732861976"
318,None - Rural Crash,Wake,Piedmont,Residential,Rural (<30% Developed),PVA OLD WOODARD STREET,Rural,NA,No Control Present,Clear,No,7,6-10,NA,No,Not Applicable,C: Possible Injury,Bike Lane / Paved Shoulder,Hispanic,Female,48,40-49,NA,No,6-10 mph,O: No Injury,White,Female,Passenger Car,No,05JUL2014,Saturday,Non-Roadway,19,Non-Roadway,July,C: Possible Injury,19:56:00,Non-Roadway,2014,Yes,No,Daylight,Curve - Grade,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Coarse Asphalt,2 lanes,"35.7559670791, -78.5136225692"
327,Concord,Cabarrus,Piedmont,Residential,Urban (>70% Developed),ROCK HLL CH RD,Urban,30 - 35  MPH,No Control Present,Clear,No,37,30-39,NA,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,NA,NA,NA,Missing,31-35 mph,Unknown Injury,Unknown/Missing,NA,NA,No,01JUL2014,Tuesday,Motorist Overtaking Bicyclist,8,Non-Intersection,July,C: Possible Injury,08:00:00,Motorist Overtaking - Other / Unknown,2014,Yes,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.4009809271, -80.6261131867"
332,High Point,Guilford,Piedmont,Residential,Urban (>70% Developed),JOHNSON ST,Urban,40 - 45  MPH,No Control Present,Clear,No,65,60-69,NA,No,Not Applicable,C: Possible Injury,Travel Lane,White,Female,44,40-49,NA,No,41-45 mph,O: No Injury,Black,Male,Passenger Car,No,03JUN2014,Tuesday,Bicyclist Right Turn / Merge,17,Non-Intersection,June,C: Possible Injury,17:53:00,Bicyclist Right Turn - Same Direction,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,5 lanes,"36.0159410798, -80.0140330375"
333,Durham,Durham,Piedmont,Residential,Urban (>70% Developed),DEARBORN DR,Urban,30 - 35  MPH,No Control Present,Clear,No,13,11-15,NA,No,Not Applicable,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,NA,NA,NA,NA,16-20 mph,Unknown Injury,Unknown/Missing,NA,Passenger Car,No,17JUL2014,Thursday,Loss of Control / Turning Error,15,Intersection,July,C: Possible Injury,15:12:00,Bicyclist Lost Control - Mechanical Problems,2014,No,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"36.0372541264, -78.8716026935"
334,Clayton,Johnston,Coastal,Residential,Urban (>70% Developed),GEORGETOWNE DR,Urban,20 - 25  MPH,Stop Sign,Clear,No,9,6-10,NA,No,With Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,24,20-24,NA,No,6-10 mph,O: No Injury,White,Female,Passenger Car,No,01JUL2014,Tuesday,Loss of Control / Turning Error,18,Intersection,July,B: Evident Injury,18:17:00,Bicyclist Lost Control - Mechanical Problems,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,2 lanes,"35.6608040601, -78.4557725466"
337,Durham,Durham,Piedmont,Commercial,Urban (>70% Developed),W MAIN ST,Urban,30 - 35  MPH,No Control Present,Clear,No,45,40-49,NA,No,With Traffic,O: No Injury,Bike Lane / Paved Shoulder,White,Male,33,30-39,NA,No,0-5 mph,O: No Injury,Black,Female,Passenger Car,No,22JUL2014,Tuesday,Motorist Right Turn / Merge,18,Non-Intersection,July,O: No Injury,18:56:00,Motorist Right Turn - Same Direction,2014,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,5 lanes,"36.0062441179, -78.9204527069"
339,None - Rural Crash,Gaston,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NC 273,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,55,50-59,NA,No,With Traffic,B: Evident Injury,Travel Lane,White,Female,NA,NA,NA,Missing,31-35 mph,Unknown Injury,Unknown/Missing,NA,NA,No,11MAY2014,Sunday,Motorist Overtaking Bicyclist,11,Non-Intersection,May,B: Evident Injury,11:14:00,Motorist Overtaking - Other / Unknown,2014,Yes,Yes,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided","Shoulders Low, Soft Or High",No Special Feature,Smooth Asphalt,2 lanes,"35.1639318614, -81.039203297"
340,Morehead City,Carteret,Coastal,Commercial,Urban (>70% Developed),PVA FIRST CITZENS BANK,Urban,30 - 35  MPH,No Control Present,Clear,No,60,60-69,NA,No,Facing Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Female,42,40-49,NA,No,0-5 mph,O: No Injury,White,Male,Pickup,No,02JUN2014,Monday,Motorist Failed to Yield - Midblock,16,Non-Intersection,June,B: Evident Injury,16:41:00,Motorist Drive Out - Commercial Driveway / Alley,2014,Yes,No,Daylight,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,NA,"34.7272099136, -76.7528219832"
353,Elizabeth City,Pasquotank,Coastal,Commercial,Mixed (30% To 70% Developed),N ROAD ST,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,17,16-19,NA,No,Facing Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Female,58,50-59,NA,No,0-5 mph,O: No Injury,White,Female,Sport Utility,No,28JUL2014,Monday,Motorist Failed to Yield - Signalized Intersection,17,Intersection,July,C: Possible Injury,17:12:00,Motorist Drive Out - Signalized Intersection,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,5 lanes,"36.3206632786, -76.2195518982"
354,Goldsboro,Wayne,Coastal,Residential,Urban (>70% Developed),ELM ST,Urban,NA,Stop Sign,Clear,No,59,50-59,NA,No,With Traffic,C: Possible Injury,Travel Lane,Black,Male,69,60-69,NA,No,NA,O: No Injury,Black,Female,Passenger Car,No,17JUN2014,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,12,Intersection,June,C: Possible Injury,12:19:00,Motorist Drive Out - Sign-Controlled Intersection,2014,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.3725810146, -77.9791023881"
363,Asheville,Buncombe,Mountains,Commercial,Urban (>70% Developed),19,Urban,20 - 25  MPH,No Control Present,Clear,No,32,30-39,NA,No,With Traffic,O: No Injury,Travel Lane,White,Male,31,30-39,NA,NA,31-35 mph,C: Possible Injury,White,Female,Passenger Car,No,08JUN2014,Sunday,Bicyclist Left Turn / Merge,13,Intersection-Related,June,C: Possible Injury,13:52:00,Bicyclist Left Turn - Same Direction,2014,Yes,No,Daylight,Curve - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.5802768908, -82.5972537825"
364,Cornelius,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),OLD STATESVILLE RD,Urban,40 - 45  MPH,No Control Present,Clear,No,31,30-39,NA,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,38,30-39,NA,No,6-10 mph,O: No Injury,White,Female,Sport Utility,No,15JUN2014,Sunday,Bicyclist Left Turn / Merge,16,Non-Intersection,June,C: Possible Injury,16:35:00,Bicyclist Left Turn - Same Direction,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Railroad Crossing,Smooth Asphalt,2 lanes,"35.4682669337, -80.8493682572"
374,Durham,Durham,Piedmont,Residential,Mixed (30% To 70% Developed),N DRIVER ST,Urban,30 - 35  MPH,Stop Sign,Clear,No,8,6-10,NA,No,Facing Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,NA,NA,NA,Missing,0-5 mph,Unknown Injury,Unknown/Missing,NA,Van,No,03AUG2014,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection,August,O: No Injury,17:40:00,Motorist Drive Out - Sign-Controlled Intersection,2014,Yes,Yes,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,2 lanes,"35.9943671169, -78.8780466926"
378,Fayetteville,Cumberland,Coastal,Commercial,Mixed (30% To 70% Developed),RAEFORD RD,Urban,40 - 45  MPH,No Control Present,Clear,No,31,30-39,NA,No,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,NA,NA,NA,Missing,0-5 mph,Unknown Injury,Unknown/Missing,NA,NA,No,23JUL2014,Wednesday,Motorist Failed to Yield - Midblock,18,Non-Intersection,July,C: Possible Injury,18:03:00,Motorist Drive Out - Commercial Driveway / Alley,2014,No,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,7 lanes,"35.0438969105, -78.9454426637"
393,Fayetteville,Cumberland,Coastal,Commercial,Urban (>70% Developed),MORGANTON RD,Urban,40 - 45  MPH,No Control Present,Clear,No,34,30-39,NA,No,With Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,NA,NA,NA,Missing,11-15 mph,Unknown Injury,Unknown/Missing,NA,NA,No,18JUN2014,Wednesday,Motorist Failed to Yield - Midblock,19,Non-Intersection,June,B: Evident Injury,19:30:00,Motorist Drive Out - Commercial Driveway / Alley,2014,No,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Coarse Asphalt,5 lanes,"35.0691899151, -78.9592386682"
394,Kinston,Lenoir,Coastal,Commercial,Mixed (30% To 70% Developed),11,Urban,50 - 55  MPH,No Control Present,Clear,No,68,60-69,NA,No,Facing Traffic,B: Evident Injury,Travel Lane,Black,Male,64,60-69,NA,No,6-10 mph,O: No Injury,White,Male,Passenger Car,No,06AUG2014,Wednesday,Motorist Failed to Yield - Midblock,15,Non-Intersection,August,B: Evident Injury,15:34:00,Motorist Drive Out - Other Midblock,2014,Yes,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Divided, Unprotected Median",None,"Driveway, Public",Coarse Asphalt,2 lanes,"35.2895430108, -77.5486422523"
399,Raleigh,Wake,Piedmont,Commercial,Urban (>70% Developed),CONCORD ST,Urban,30 - 35  MPH,No Control Present,Rain,No,31,30-39,NA,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,19,0-19,NA,No,11-15 mph,O: No Injury,White,Female,Passenger Car,No,11AUG2014,Monday,Motorist Left Turn / Merge,20,Intersection,August,C: Possible Injury,20:34:00,Motorist Left Turn - Opposite Direction,2014,Yes,No,Dark - Lighted Roadway,Straight - Level,Local Street,Wet,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.7898820808, -78.6778726216"
403,None - Rural Crash,Cumberland,Coastal,Residential,Mixed (30% To 70% Developed),SR 2989,Rural,40 - 45  MPH,Stop Sign,Clear,No,19,16-19,NA,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,NA,NA,NA,NA,6-10 mph,Unknown Injury,Unknown/Missing,NA,NA,No,28JUL2014,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,17,Intersection-Related,July,C: Possible Injury,17:08:00,Motorist Drive Out - Sign-Controlled Intersection,2014,No,Yes,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"34.9533528908, -78.9382926564"
411,Salisbury,Rowan,Piedmont,Commercial,Urban (>70% Developed),E COUNCIL ST,Urban,30 - 35  MPH,No Control Present,Clear,No,42,40-49,NA,No,Not Applicable,O: No Injury,Non-Roadway,White,Male,24,20-24,NA,No,16-20 mph,O: No Injury,White,Male,Sport Utility,No,13AUG2014,Wednesday,Bicyclist Failed to Yield - Midblock,7,Non-Intersection,August,O: No Injury,07:55:00,Bicyclist Ride Out - Other Midblock,2014,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,2 lanes,"35.6657869894, -80.4658031527"
5641,Greensboro,Guilford,Piedmont,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,53,50-59,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,23,20-24,No,NA,31-35 mph,O: No Injury,White,Female,Sport Utility,No,26MAR2008,Wednesday,Motorist Overtaking Bicyclist,22,Non-Intersection,March,B: Evident Injury,22:29:00,Motorist Overtaking - Other / Unknown,2008,Yes,No,Dark - Lighted Roadway,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,4 lanes,"36.0664130985, -79.8153429805"
5643,Wilmington,New Hanover,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Missing,Clear,No,13,11-15,No,NA,Facing Traffic,C: Possible Injury,Travel Lane,Black,Male,40,40-49,No,NA,0-5 mph,O: No Injury,White,Male,Pickup,No,26MAR2008,Wednesday,Motorist Failed to Yield - Midblock,17,Non-Intersection,March,C: Possible Injury,17:16:00,Motorist Drive Out - Commercial Driveway / Alley,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"One-Way, Not Divided",None,No Special Feature,Smooth Asphalt,1 lane,"34.2251617654, -77.9041823085"
5645,Lewisville,Forsyth,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Urban,40 - 45  MPH,Yield Sign,Clear,No,61,60-69,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Female,65,60-69,No,NA,0-5 mph,O: No Injury,White,Female,Passenger Car,No,27MAR2008,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,March,B: Evident Injury,16:30:00,Motorist Drive Through - Sign-Controlled Intersection,2008,Yes,No,Daylight,Straight - Level,State Secondary Route,Dry,"One-Way, Not Divided",None,Traffic Circle/Roundabout,Smooth Asphalt,1 lane,"36.0914170806, -80.4296431659"
5648,Greensboro,Guilford,Piedmont,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,14,11-15,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,29,25-29,No,NA,31-35 mph,O: No Injury,White,Male,Passenger Car,No,27MAR2008,Thursday,Bicyclist Left Turn / Merge,16,Intersection,March,C: Possible Injury,16:37:00,Bicyclist Left Turn - Same Direction,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"36.1386831145, -79.7902629768"
5649,Gastonia,Gaston,Piedmont,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop Sign,Clear,No,14,11-15,No,NA,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,42,40-49,No,NA,0-5 mph,O: No Injury,Black,Male,Sport Utility,No,28MAR2008,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,15,Intersection,March,C: Possible Injury,15:15:00,Motorist Drive Out - Sign-Controlled Intersection,2008,Yes,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,5 lanes,"35.2541538746, -81.1972633488"
5653,Wrightsville Beach,New Hanover,Coastal,Residential,Urban (>70% Developed),NA,Rural,5 - 15 MPH,No Control Present,Cloudy,No,61,60-69,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,NA,NA,Missing,NA,0-5 mph,Unknown Injury,Unknown/Missing,NA,Passenger Car,No,29MAR2008,Saturday,Bicyclist Overtaking Motorist,13,Non-Intersection,March,B: Evident Injury,13:47:00,Bicyclist Overtaking - Parked Vehicle,2008,Yes,No,Daylight,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,4 lanes,"34.2137097656, -77.8055672785"
5658,Kill Devil Hills,Dare,Coastal,Institutional,Mixed (30% To 70% Developed),NA,Urban,20 - 25  MPH,Missing,Cloudy,No,13,11-15,No,NA,With Traffic,C: Possible Injury,Multi-use Path,White,Female,18,0-19,No,NA,11-15 mph,O: No Injury,White,Male,Sport Utility,No,02APR2008,Wednesday,Motorist Right Turn / Merge,7,Intersection,April,C: Possible Injury,07:50:00,Motorist Right Turn - Same Direction,2008,No,No,Daylight,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,NA,"36.0078612295, -75.6652777116"
5666,Concord,Cabarrus,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop Sign,Clear,No,13,11-15,No,NA,With Traffic,C: Possible Injury,NA,White,Female,47,40-49,No,NA,0-5 mph,O: No Injury,White,Female,Passenger Car,No,04APR2008,Friday,Loss of Control / Turning Error,17,Intersection,April,C: Possible Injury,17:10:00,Bicyclist Lost Control - Other / Unknown,2008,No,No,Daylight,Straight - Hillcrest,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,5 lanes,"35.4308069298, -80.7399032225"
5670,Charlotte,Mecklenburg,Piedmont,Residential,Urban (>70% Developed),NA,Urban,NA,Stop Sign,Clear,No,17,16-19,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,46,40-49,No,NA,NA,O: No Injury,White,Female,Passenger Car,No,26MAY2008,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,21,Intersection,May,C: Possible Injury,21:39:00,Motorist Drive Out - Sign-Controlled Intersection,2008,No,No,Dark - Roadway Not Lighted,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.3590729119, -80.7990732358"
5674,Asheville,Buncombe,Mountains,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,33,30-39,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,55,50-59,No,NA,16-20 mph,O: No Injury,White,Male,Sport Utility,No,09APR2008,Wednesday,Motorist Left Turn / Merge,7,Intersection,April,B: Evident Injury,07:51:00,Motorist Left Turn - Opposite Direction,2008,No,No,Daylight,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,5 lanes,"35.4893668747, -82.5240637556"
5680,Mooresville,Iredell,Piedmont,Residential,Urban (>70% Developed),NA,Urban,NA,Missing,Clear,No,3,0-5,No,NA,Not Applicable,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,37,30-39,No,NA,NA,O: No Injury,White,Female,Passenger Car,No,12APR2008,Saturday,Non-Roadway,19,Non-Roadway,April,C: Possible Injury,19:59:00,Non-Roadway,2008,No,No,Dusk,NA,Local Street,Dry,NA,None,No Special Feature,NA,NA,"35.5945169601, -80.8443432622"
5687,Goldsboro,Wayne,Coastal,Commercial,Urban (>70% Developed),NA,Urban,NA,No Control Present,Clear,No,60,60-69,No,NA,With Traffic,O: No Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,62,60-69,No,NA,NA,B: Evident Injury,Black,Male,Pedestrian,No,16APR2008,Wednesday,Parallel Paths - Other Circumstances,10,Non-Intersection,April,B: Evident Injury,10:20:00,Bicyclist Ride Out - Parallel Path,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,3 lanes,"35.3736490152, -77.9846123894"
5690,None - Rural Crash,Lenoir,Coastal,Residential,Urban (>70% Developed),NA,Rural,40 - 45  MPH,Missing,Clear,No,42,40-49,No,NA,With Traffic,B: Evident Injury,Travel Lane,Black,Male,16,0-19,No,NA,41-45 mph,O: No Injury,White,Male,Passenger Car,No,17APR2008,Thursday,Head-On,20,Non-Intersection,April,B: Evident Injury,20:26:00,Head-On - Unknown,2008,Yes,No,Dark - Roadway Not Lighted,Straight - Level,US Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,5 lanes,"35.2847400072, -77.6462322824"
5691,Wilmington,New Hanover,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop And Go Signal,Clear,No,29,25-29,No,NA,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,White,Male,26,25-29,No,NA,41-45 mph,O: No Injury,Black,Male,Passenger Car,No,17APR2008,Thursday,Motorist Failed to Yield - Signalized Intersection,13,Intersection,April,C: Possible Injury,13:03:00,Motorist Drive Through - Signalized Intersection,2008,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,6 lanes,"34.2233987657, -77.8822123017"
5692,Lumberton,Robeson,Coastal,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,15,11-15,No,NA,With Traffic,B: Evident Injury,Travel Lane,Black,Male,42,40-49,No,NA,6-10 mph,O: No Injury,Black,Female,Sport Utility,No,17APR2008,Thursday,Bicyclist Left Turn / Merge,16,Non-Intersection,April,B: Evident Injury,16:06:00,Bicyclist Left Turn - Same Direction,2008,Yes,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,4 lanes,"34.6088248127, -79.0226626651"
5695,Havelock,Craven,Coastal,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,Missing,Clear,No,16,16-19,No,NA,NA,C: Possible Injury,NA,Other,Male,NA,NA,Missing,NA,0-5 mph,Unknown Injury,Unknown/Missing,NA,NA,No,17APR2008,Thursday,Other / Unknown - Insufficient Details,14,Unknown Location,April,C: Possible Injury,14:55:00,Unknown Location,2008,No,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,2 lanes,"34.8815949432, -76.8929520334"
574,Asheville,Buncombe,Mountains,Residential,Urban (>70% Developed),STATE ST,Urban,30 - 35  MPH,No Control Present,Clear,No,NA,NA,NA,NA,With Traffic,Unknown Injury,Sidewalk / Crosswalk / Driveway Crossing,Unknown/Missing,NA,31,30-39,NA,No,26-30 mph,O: No Injury,White,Female,Passenger Car,No,23AUG2014,Saturday,Bicyclist Left Turn / Merge,11,Non-Intersection,August,O: No Injury,11:55:00,Bicyclist Left Turn - Opposite Direction,2014,No,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.5705638891, -82.5794787764"
576,Jacksonville,Onslow,Coastal,"Farms, Woods, Pastures",Urban (>70% Developed),COMMONS DR SOUTH,Urban,20 - 25  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,37,30-39,NA,No,With Traffic,B: Evident Injury,Travel Lane,White,Female,28,25-29,NA,No,11-15 mph,O: No Injury,Hispanic,Female,Sport Utility,No,27AUG2014,Wednesday,Loss of Control / Turning Error,8,Intersection,August,B: Evident Injury,08:05:00,Bicyclist Turning Error - Right Turn,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"34.7915029067, -77.4003771832"
600,Greenville,Pitt,Coastal,Residential,Mixed (30% To 70% Developed),E ARLINGTON BLVD,Urban,20 - 25  MPH,Stop Sign,Clear,No,60,60-69,NA,No,Facing Traffic,C: Possible Injury,Travel Lane,Black,Female,70+,70+,NA,No,11-15 mph,O: No Injury,White,Female,Passenger Car,No,25SEP2014,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,18,Intersection,September,C: Possible Injury,18:13:00,Motorist Drive Out - Sign-Controlled Intersection,2014,Yes,No,Dusk,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,5 lanes,"35.5685040784, -77.3567222085"
569,Wilmington,New Hanover,Coastal,Commercial,Urban (>70% Developed),RANDALL PKY,Urban,30 - 35  MPH,Stop Sign,Clear,No,26,25-29,NA,No,With Traffic,C: Possible Injury,Travel Lane,White,Female,20,20-24,NA,No,0-5 mph,O: No Injury,White,Female,Passenger Car,No,09SEP2014,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,18,Intersection,September,C: Possible Injury,18:35:00,Motorist Drive Out - Sign-Controlled Intersection,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,4 lanes,"34.2309827668, -77.892162305"
584,Raleigh,Wake,Piedmont,Commercial,Urban (>70% Developed),WOODBURN RD,Urban,20 - 25  MPH,No Control Present,Clear,No,56,50-59,NA,No,With Traffic,C: Possible Injury,Travel Lane,White,Male,23,20-24,NA,No,16-20 mph,O: No Injury,Native American,Female,Passenger Car,No,27SEP2014,Saturday,Loss of Control / Turning Error,14,Intersection-Related,September,C: Possible Injury,14:49:00,Bicyclist Turning Error - Other,2014,Yes,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,3 lanes,"35.7892220812, -78.6592526154"
616,Matthews,Mecklenburg,Piedmont,Residential,Urban (>70% Developed),S TRADE ST,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,45,40-49,NA,No,With Traffic,B: Evident Injury,Travel Lane,White,Male,70+,70+,NA,No,0-5 mph,O: No Injury,White,Male,Passenger Car,No,27SEP2014,Saturday,Motorist Left Turn / Merge,9,Intersection,September,B: Evident Injury,09:14:00,Motorist Left Turn - Opposite Direction,2014,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,Four-Way Intersection,Smooth Asphalt,3 lanes,"35.108266861, -80.7290832013"
611,None - Rural Crash,Halifax,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),SR 1616,Rural,50 - 55  MPH,No Control Present,Clear,No,62,60-69,NA,No,With Traffic,O: No Injury,Travel Lane,White,Male,48,40-49,NA,No,51-55 mph,O: No Injury,White,Male,Passenger Car,No,04OCT2014,Saturday,Motorist Overtaking Bicyclist,19,Non-Intersection,October,O: No Injury,19:15:00,Motorist Overtaking - Undetected Bicyclist,2014,No,No,Dusk,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"36.3477822347, -77.6731363457"
